Station,Date,Discharge,Discharge Flag,Manually Measured Discharge,Manual Measurement Ice Effect,Manual Measurement Quality,Data Source
07DC003,28-Oct-15,8.72,,,,,RAMP
07DC003,29-Oct-15,8.89,,,,,RAMP
07DC003,30-Oct-15,9,B,,,,RAMP
07DC003,31-Oct-15,9.13,,,,,RAMP
07DC003,01-Nov-15,9.13,,,,,RAMP
07DC003,02-Nov-15,8.8,,,,,RAMP
07DC003,03-Nov-15,8.37,,,,,RAMP
07DC003,04-Nov-15,7.14,B,,,,RAMP
07DC003,05-Nov-15,7.45,B,,,,RAMP
07DC003,06-Nov-15,7.38,B,,,,RAMP
07DC003,07-Nov-15,7.31,B,,,,RAMP
07DC003,08-Nov-15,7.24,B,,,,RAMP
07DC003,09-Nov-15,7.17,B,,,,RAMP
07DC003,10-Nov-15,7.1,B,,,,RAMP
07DC003,11-Nov-15,7.03,B,,,,RAMP
07DC003,12-Nov-15,6.96,B,,,,RAMP
07DC003,13-Nov-15,6.9,B,,,,RAMP
07DC003,14-Nov-15,6.83,B,,,,RAMP
07DC003,15-Nov-15,6.76,B,,,,RAMP
07DC003,16-Nov-15,6.7,B,,,,RAMP
07DC003,17-Nov-15,6.64,B,,,,RAMP
07DC003,18-Nov-15,6.57,B,,,,RAMP
07DC003,19-Nov-15,6.51,B,,,,RAMP
07DC003,20-Nov-15,6.45,B,,,,RAMP
07DC003,21-Nov-15,6.39,B,,,,RAMP
07DC003,22-Nov-15,6.32,B,,,,RAMP
07DC003,23-Nov-15,6.26,B,,,,RAMP
07DC003,24-Nov-15,6.2,B,,,,RAMP
07DC003,25-Nov-15,6.14,B,,,,RAMP
07DC003,26-Nov-15,6.09,B,,,,RAMP
07DC003,27-Nov-15,6.03,B,,,,RAMP
07DC003,28-Nov-15,5.97,B,,,,RAMP
07DC003,29-Nov-15,5.91,B,,,,RAMP
07DC003,30-Nov-15,5.86,B,,,,RAMP
07DC003,01-Dec-15,5.84,B,,,,RAMP
07DC003,02-Dec-15,5.91,B,,,,RAMP
07DC003,03-Dec-15,5.92,B,,,,RAMP
07DC003,04-Dec-15,5.83,B,,,,RAMP
07DC003,05-Dec-15,5.9,B,,,,RAMP
07DC003,06-Dec-15,5.96,B,,,,RAMP
07DC003,07-Dec-15,5.99,B,,,,RAMP
07DC003,08-Dec-15,5.78,B,5.94,yes,Good,RAMP
07DC003,09-Dec-15,5.5,B,,,,RAMP
07DC003,10-Dec-15,5.61,B,,,,RAMP
07DC003,11-Dec-15,5.46,B,,,,RAMP
07DC003,12-Dec-15,5.29,B,,,,RAMP
07DC003,13-Dec-15,5.17,B,,,,RAMP
07DC003,14-Dec-15,4.98,B,,,,RAMP
07DC003,15-Dec-15,4.71,B,,,,RAMP
07DC003,16-Dec-15,4.55,B,,,,RAMP
07DC003,17-Dec-15,4.37,B,,,,RAMP
07DC003,18-Dec-15,4.03,B,,,,RAMP
07DC003,19-Dec-15,3.45,B,,,,RAMP
07DC003,20-Dec-15,3.54,B,,,,RAMP
07DC003,21-Dec-15,3.63,B,,,,RAMP
07DC003,22-Dec-15,3.5,B,,,,RAMP
07DC003,23-Dec-15,3.41,B,,,,RAMP
07DC003,24-Dec-15,3.36,B,,,,RAMP
07DC003,25-Dec-15,3.29,B,,,,RAMP
07DC003,26-Dec-15,3.21,B,,,,RAMP
07DC003,27-Dec-15,3.11,B,,,,RAMP
07DC003,28-Dec-15,3.04,B,,,,RAMP
07DC003,29-Dec-15,2.99,B,,,,RAMP
07DC003,30-Dec-15,2.97,B,,,,RAMP
07DC003,31-Dec-15,3.03,B,,,,RAMP
07DC003,01-Jan-16,3.1,B,,,,RAMP
07DC003,02-Jan-16,3.1,B,,,,RAMP
07DC003,03-Jan-16,3.12,B,,,,RAMP
07DC003,04-Jan-16,3.09,B,,,,RAMP
07DC003,05-Jan-16,3.02,B,,,,RAMP
07DC003,06-Jan-16,2.96,B,,,,RAMP
07DC003,07-Jan-16,2.92,B,,,,RAMP
07DC003,08-Jan-16,2.91,B,,,,RAMP
07DC003,09-Jan-16,2.95,B,,,,RAMP
07DC003,10-Jan-16,3.04,B,,,,RAMP
07DC003,11-Jan-16,3.09,B,,,,RAMP
07DC003,12-Jan-16,3.14,B,,,,RAMP
07DC003,13-Jan-16,3.16,B,,,,RAMP
07DC003,14-Jan-16,3.14,B,3.14,yes,Good,RAMP
07DC003,15-Jan-16,3.09,B,,,,RAMP
07DC003,16-Jan-16,3.08,B,,,,RAMP
07DC003,17-Jan-16,3.16,B,,,,RAMP
07DC003,18-Jan-16,3.2,B,,,,RAMP
07DC003,19-Jan-16,3.18,B,,,,RAMP
07DC003,20-Jan-16,3.09,B,,,,RAMP
07DC003,21-Jan-16,3.02,B,,,,RAMP
07DC003,22-Jan-16,3.03,B,,,,RAMP
07DC003,23-Jan-16,3.05,B,,,,RAMP
07DC003,24-Jan-16,3.16,B,,,,RAMP
07DC003,25-Jan-16,3.22,B,,,,RAMP
07DC003,26-Jan-16,3.27,B,,,,RAMP
07DC003,27-Jan-16,3.27,B,,,,RAMP
07DC003,28-Jan-16,3.35,B,,,,RAMP
07DC003,29-Jan-16,3.57,B,,,,RAMP
07DC003,30-Jan-16,3.58,B,,,,RAMP
07DC003,31-Jan-16,3.58,B,,,,RAMP
07DC003,01-Feb-16,3.64,B,,,,RAMP
07DC003,02-Feb-16,3.66,B,,,,RAMP
07DC003,03-Feb-16,3.65,B,,,,RAMP
07DC003,04-Feb-16,3.71,B,,,,RAMP
07DC003,05-Feb-16,3.73,B,,,,RAMP
07DC003,06-Feb-16,3.91,B,,,,RAMP
07DC003,07-Feb-16,4.08,B,,,,RAMP
07DC003,08-Feb-16,4.12,B,4.15,no,,RAMP
07DC003,09-Feb-16,4.12,B,,,,RAMP
07DC003,10-Feb-16,4.19,B,,,,RAMP
07DC003,11-Feb-16,4.2,B,,,,RAMP
07DC003,12-Feb-16,4.18,B,,,,RAMP
07DC003,13-Feb-16,4.19,B,,,,RAMP
07DC003,14-Feb-16,4.16,B,,,,RAMP
07DC003,15-Feb-16,4.13,B,,,,RAMP
07DC003,16-Feb-16,4.14,B,,,,RAMP
07DC003,17-Feb-16,4.17,B,,,,RAMP
07DC003,18-Feb-16,4.16,B,,,,RAMP
07DC003,19-Feb-16,4.17,B,,,,RAMP
07DC003,20-Feb-16,4.18,B,,,,RAMP
07DC003,21-Feb-16,4.23,B,,,,RAMP
07DC003,22-Feb-16,4.28,B,,,,RAMP
07DC003,23-Feb-16,4.27,B,,,,RAMP
07DC003,24-Feb-16,4.22,B,,,,RAMP
07DC003,25-Feb-16,4.22,B,,,,RAMP
07DC003,26-Feb-16,4.21,B,,,,RAMP
07DC003,27-Feb-16,4.19,B,,,,RAMP
07DC003,28-Feb-16,4.22,B,,,,RAMP
07DC003,29-Feb-16,4.14,B,,,,RAMP
07DC003,01-Mar-16,4.04,B,,,,RAMP
07DC003,02-Mar-16,3.99,B,,,,RAMP
07DC003,03-Mar-16,3.98,B,,,,RAMP
07DC003,04-Mar-16,3.97,B,3.94,no,,RAMP
07DC003,05-Mar-16,4.05,B,,,,RAMP
07DC003,06-Mar-16,3.95,B,,,,RAMP
07DC003,07-Mar-16,3.95,B,,,,RAMP
07DC003,08-Mar-16,3.92,B,,,,RAMP
07DC003,09-Mar-16,3.95,B,,,,RAMP
07DC003,10-Mar-16,3.95,B,,,,RAMP
07DC003,11-Mar-16,3.92,B,,,,RAMP
07DC003,12-Mar-16,3.91,B,,,,RAMP
07DC003,13-Mar-16,3.96,B,,,,RAMP
07DC003,14-Mar-16,4.05,B,,,,RAMP
07DC003,15-Mar-16,3.96,B,,,,RAMP
07DC003,16-Mar-16,3.94,B,,,,RAMP
07DC003,17-Mar-16,4.01,B,,,,RAMP
07DC003,18-Mar-16,3.94,B,,,,RAMP
07DC003,19-Mar-16,3.99,B,,,,RAMP
07DC003,20-Mar-16,3.99,B,,,,RAMP
07DC003,21-Mar-16,3.92,B,,,,RAMP
07DC003,22-Mar-16,3.98,B,,,,RAMP
07DC003,23-Mar-16,4.01,B,,,,RAMP
07DC003,24-Mar-16,4.06,B,,,,RAMP
07DC003,25-Mar-16,4.1,B,,,,RAMP
07DC003,26-Mar-16,4.14,B,,,,RAMP
07DC003,27-Mar-16,4.24,B,,,,RAMP
07DC003,28-Mar-16,4.29,B,,,,RAMP
07DC003,29-Mar-16,4.34,B,,,,RAMP
07DC003,30-Mar-16,4.34,B,,,,RAMP
07DC003,31-Mar-16,4.16,B,,,,RAMP
07DC003,01-Apr-16,4.06,B,,,,RAMP
07DC003,02-Apr-16,4.06,B,,,,RAMP
07DC003,03-Apr-16,3.99,B,,,,RAMP
07DC003,04-Apr-16,4.25,B,,,,RAMP
07DC003,05-Apr-16,4.24,B,,,,RAMP
07DC003,06-Apr-16,4.25,B,,,,RAMP
07DC003,07-Apr-16,4.22,B,,,,RAMP
07DC003,08-Apr-16,4.17,B,,,,RAMP
07DC003,09-Apr-16,4.13,B,,,,RAMP
07DC003,10-Apr-16,4.05,B,,,,RAMP
07DC003,11-Apr-16,4.09,B,,,,RAMP
07DC003,12-Apr-16,4.11,B,,,,RAMP
07DC003,13-Apr-16,4.18,B,,,,RAMP
07DC003,14-Apr-16,4.75,B,,,,RAMP
07DC003,15-Apr-16,4.96,B,,,,RAMP
07DC003,16-Apr-16,5,B,,,,RAMP
07DC003,17-Apr-16,5.16,B,,,,RAMP
07DC003,18-Apr-16,5.7,B,,,,RAMP
07DC003,19-Apr-16,7.58,B,,,,RAMP
07DC003,20-Apr-16,7.41,B,,,,RAMP
07DC003,21-Apr-16,6.94,B,,,,RAMP
07DC003,22-Apr-16,14.2,B,,,,RAMP
07DC003,23-Apr-16,19.2,B,,,,RAMP
07DC003,24-Apr-16,23.1,B,,,,RAMP
07DC003,25-Apr-16,30.7,B,,,,RAMP
07DC003,26-Apr-16,34.7,B,,,,RAMP
07DC003,27-Apr-16,32.2,,,,,RAMP
07DC003,28-Apr-16,31.2,,,,,RAMP
07DC003,29-Apr-16,30.2,,,,,RAMP
07DC003,30-Apr-16,29.5,,,,,RAMP
07DC003,01-May-16,28.8,,,,,RAMP
07DC003,02-May-16,28.2,,,,,RAMP
07DC003,03-May-16,27.5,,,,,RAMP
07DC003,04-May-16,26.8,,,,,RAMP
07DC003,05-May-16,25.9,,,,,RAMP
07DC003,06-May-16,24.8,,,,,RAMP
07DC003,07-May-16,23.6,,,,,RAMP
07DC003,08-May-16,22.4,,,,,RAMP
07DC003,09-May-16,21.2,,,,,RAMP
07DC003,10-May-16,20,,,,,RAMP
07DC003,11-May-16,18.9,,,,,RAMP
07DC003,12-May-16,18,,,,,RAMP
07DC003,13-May-16,16.5,,,,,RAMP
07DC003,14-May-16,15.4,,,,,RAMP
07DC003,15-May-16,14.3,,,,,RAMP
07DC003,16-May-16,13.4,,,,,RAMP
07DC003,17-May-16,12.7,,,,,RAMP
07DC003,18-May-16,12,,,,,RAMP
07DC003,19-May-16,11.4,,,,,RAMP
07DC003,20-May-16,11,,,,,RAMP
07DC003,21-May-16,10.6,,,,,RAMP
07DC003,22-May-16,10.5,,,,,RAMP
07DC003,23-May-16,10.1,,,,,RAMP
07DC003,24-May-16,9.69,,,,,RAMP
07DC003,25-May-16,9.29,,,,,RAMP
07DC003,26-May-16,8.92,,,,,RAMP
07DC003,27-May-16,8.5,,,,,RAMP
07DC003,28-May-16,8.22,,,,,RAMP
07DC003,29-May-16,8.14,,,,,RAMP
07DC003,30-May-16,8.47,,,,,RAMP
07DC003,31-May-16,8.89,,,,,RAMP
07DC003,01-Jun-16,9.13,,,,,RAMP
07DC003,02-Jun-16,9.24,,,,,RAMP
07DC003,03-Jun-16,9.04,,,,,RAMP
07DC003,04-Jun-16,9.09,,,,,RAMP
07DC003,05-Jun-16,9.46,,,,,RAMP
07DC003,06-Jun-16,9.29,,,,,RAMP
07DC003,07-Jun-16,9.56,,,,,RAMP
07DC003,08-Jun-16,9.68,,,,,RAMP
07DC003,09-Jun-16,11.1,,,,,RAMP
07DC003,10-Jun-16,17.7,,,,,RAMP
07DC003,11-Jun-16,22.8,,,,,RAMP
07DC003,12-Jun-16,26.2,,,,,RAMP
07DC003,13-Jun-16,28.9,,,,,RAMP
07DC003,14-Jun-16,30.4,,,,,RAMP
07DC003,15-Jun-16,32.5,,,,,RAMP
07DC003,16-Jun-16,33.6,,,,,RAMP
07DC003,17-Jun-16,33.6,,,,,RAMP
07DC003,18-Jun-16,34,,,,,RAMP
07DC003,19-Jun-16,32.7,,,,,RAMP
07DC003,20-Jun-16,31,,,,,RAMP
07DC003,21-Jun-16,28.6,,,,,RAMP
07DC003,22-Jun-16,25.8,,,,,RAMP
07DC003,23-Jun-16,22.9,,,,,RAMP
07DC003,24-Jun-16,20.6,,20.4,no,,RAMP
07DC003,25-Jun-16,19.3,,,,,RAMP
07DC003,26-Jun-16,18.7,,,,,RAMP
07DC003,27-Jun-16,18.5,,,,,RAMP
07DC003,28-Jun-16,17.7,,,,,RAMP
07DC003,29-Jun-16,16.4,,,,,RAMP
07DC003,30-Jun-16,14.8,,,,,RAMP
07DC003,01-Jul-16,13.3,,,,,RAMP
07DC003,02-Jul-16,11.8,,,,,RAMP
07DC003,03-Jul-16,10.9,,,,,RAMP
07DC003,04-Jul-16,15.2,,,,,RAMP
07DC003,05-Jul-16,22.4,,,,,RAMP
07DC003,06-Jul-16,28.5,,,,,RAMP
07DC003,07-Jul-16,33.7,,,,,RAMP
07DC003,08-Jul-16,37.9,,,,,RAMP
07DC003,09-Jul-16,39.8,,,,,RAMP
07DC003,10-Jul-16,38.4,,,,,RAMP
07DC003,11-Jul-16,35.4,,,,,RAMP
07DC003,12-Jul-16,31.9,,,,,RAMP
07DC003,13-Jul-16,28.3,,,,,RAMP
07DC003,14-Jul-16,24.8,,,,,RAMP
07DC003,15-Jul-16,21.7,,,,,RAMP
07DC003,16-Jul-16,18.9,,,,,RAMP
07DC003,17-Jul-16,16.3,,,,,RAMP
07DC003,18-Jul-16,13.9,,,,,RAMP
07DC003,19-Jul-16,12,,,,,RAMP
07DC003,20-Jul-16,10.7,,,,,RAMP
07DC003,21-Jul-16,9.87,,,,,RAMP
07DC003,22-Jul-16,9.45,,,,,RAMP
07DC003,23-Jul-16,9.19,,,,,RAMP
07DC003,24-Jul-16,9.32,,,,,RAMP
07DC003,25-Jul-16,9.22,,,,,RAMP
07DC003,26-Jul-16,8.84,,,,,RAMP
07DC003,27-Jul-16,8.24,,,,,RAMP
07DC003,28-Jul-16,7.61,,,,,RAMP
07DC003,29-Jul-16,7.17,,,,,RAMP
07DC003,30-Jul-16,6.88,,,,,RAMP
07DC003,31-Jul-16,6.53,,,,,RAMP
07DC003,01-Aug-16,6.62,,,,,RAMP
07DC003,02-Aug-16,7.26,,,,,RAMP
07DC003,03-Aug-16,7.74,,,,,RAMP
07DC003,04-Aug-16,7.76,,,,,RAMP
07DC003,05-Aug-16,7.6,,,,,RAMP
07DC003,06-Aug-16,7.26,,,,,RAMP
07DC003,07-Aug-16,6.82,,,,,RAMP
07DC003,08-Aug-16,6.42,,,,,RAMP
07DC003,09-Aug-16,6,,,,,RAMP
07DC003,10-Aug-16,5.63,,,,,RAMP
07DC003,11-Aug-16,5.79,,,,,RAMP
07DC003,12-Aug-16,6.21,,,,,RAMP
07DC003,13-Aug-16,6.14,,,,,RAMP
07DC003,14-Aug-16,6.09,,,,,RAMP
07DC003,15-Aug-16,6.42,,,,,RAMP
07DC003,16-Aug-16,6.56,,6.74,no,,RAMP
07DC003,17-Aug-16,6.21,,,,,RAMP
07DC003,18-Aug-16,5.98,,,,,RAMP
07DC003,19-Aug-16,5.84,,,,,RAMP
07DC003,20-Aug-16,5.72,,,,,RAMP
07DC003,21-Aug-16,5.95,,,,,RAMP
07DC003,22-Aug-16,5.99,,,,,RAMP
07DC003,23-Aug-16,5.81,,,,,RAMP
07DC003,24-Aug-16,5.53,,,,,RAMP
07DC003,25-Aug-16,5.29,,,,,RAMP
07DC003,26-Aug-16,5.16,,,,,RAMP
07DC003,27-Aug-16,5.16,,,,,RAMP
07DC003,28-Aug-16,6.08,,,,,RAMP
07DC003,29-Aug-16,7.92,,,,,RAMP
07DC003,30-Aug-16,8.96,,,,,RAMP
07DC003,31-Aug-16,9.63,,,,,RAMP
07DC003,01-Sep-16,11.1,,,,,RAMP
07DC003,02-Sep-16,12.3,,,,,RAMP
07DC003,03-Sep-16,15.6,,,,,RAMP
07DC003,04-Sep-16,20.9,,,,,RAMP
07DC003,05-Sep-16,23.9,,,,,RAMP
07DC003,06-Sep-16,26.1,,,,,RAMP
07DC003,07-Sep-16,27.4,,,,,RAMP
07DC003,08-Sep-16,27.8,,,,,RAMP
07DC003,09-Sep-16,27.7,,,,,RAMP
07DC003,10-Sep-16,27.5,,,,,RAMP
07DC003,11-Sep-16,27.7,,,,,RAMP
07DC003,12-Sep-16,27.9,,,,,RAMP
07DC003,13-Sep-16,27.2,,,,,RAMP
07DC003,14-Sep-16,26,,,,,RAMP
07DC003,15-Sep-16,24.7,,,,,RAMP
07DC003,16-Sep-16,23.3,,,,,RAMP
07DC003,17-Sep-16,21.9,,,,,RAMP
07DC003,18-Sep-16,20.4,,20.7,no,,RAMP
07DC003,19-Sep-16,19.7,,,,,RAMP
07DC003,20-Sep-16,19.2,,,,,RAMP
07DC003,21-Sep-16,18.6,,,,,RAMP
07DC003,22-Sep-16,17.7,,,,,RAMP
07DC003,23-Sep-16,16.8,,,,,RAMP
07DC003,24-Sep-16,15.9,,,,,RAMP
07DC003,25-Sep-16,15.1,,,,,RAMP
07DC003,26-Sep-16,14.4,,,,,RAMP
07DC003,27-Sep-16,13.6,,,,,RAMP
07DC003,28-Sep-16,12.9,,,,,RAMP
07DC003,29-Sep-16,12.3,,,,,RAMP
07DC003,30-Sep-16,11.7,,,,,RAMP
07DC003,01-Oct-16,11.3,,,,,RAMP
07DC003,02-Oct-16,13.4,,,,,RAMP
07DC003,03-Oct-16,16.8,,,,,RAMP
07DC003,04-Oct-16,18.9,,,,,RAMP
07DC003,05-Oct-16,19.9,,,,,RAMP
07DC003,06-Oct-16,20.3,,,,,RAMP
07DC003,07-Oct-16,20.1,,,,,RAMP
07DC003,08-Oct-16,19.4,,,,,RAMP
07DC003,09-Oct-16,18.8,,,,,RAMP
07DC003,10-Oct-16,18.2,,,,,RAMP
07DC003,11-Oct-16,17.8,,,,,RAMP
07DC003,12-Oct-16,17.1,,,,,RAMP
07DC003,13-Oct-16,16.4,,,,,RAMP
07DC003,14-Oct-16,15.6,B,,,,RAMP
07DC003,15-Oct-16,14.8,,,,,RAMP
07DC003,16-Oct-16,14.1,,,,,RAMP
07DC003,17-Oct-16,13.8,,,,,RAMP
07DC003,18-Oct-16,13.8,B,,,,RAMP
07DC003,19-Oct-16,13.2,B,,,,RAMP
07DC003,20-Oct-16,14.2,,,,,RAMP
07DC003,21-Oct-16,14.4,,,,,RAMP
07DC003,22-Oct-16,14.5,B,,,,RAMP
07DC003,23-Oct-16,15.1,,,,,RAMP
07DC003,24-Oct-16,15.5,,15.7,no,,RAMP
07DC003,25-Oct-16,15.7,,,,,RAMP
07DC003,26-Oct-16,16,,,,,RAMP
07DC003,27-Oct-16,16.3,,,,,RAMP
07DC003,28-Oct-16,16.4,,,,,RAMP
07DC003,29-Oct-16,16.4,,,,,RAMP
07DC003,30-Oct-16,16.4,,,,,RAMP
07DC003,31-Oct-16,16.3,,,,,RAMP
07DC003,01-Nov-16,15.5,B,,,,RAMP
07DC003,02-Nov-16,12.8,B,,,,RAMP
07DC003,03-Nov-16,17.3,B,,,,RAMP
07DC003,04-Nov-16,15.3,B,,,,RAMP
07DC003,05-Nov-16,15.1,,,,,RAMP
07DC003,06-Nov-16,15.3,B,,,,RAMP
07DC003,07-Nov-16,15.9,B,,,,RAMP
07DC003,08-Nov-16,15.7,B,,,,RAMP
07DC003,09-Nov-16,13.9,B,,,,RAMP
07DC003,10-Nov-16,13.1,B,,,,RAMP
07DC003,11-Nov-16,12.2,B,,,,RAMP
07DC003,12-Nov-16,12.1,B,,,,RAMP
07DC003,13-Nov-16,10.2,B,,,,RAMP
07DC003,14-Nov-16,10.5,B,,,,RAMP
07DC003,15-Nov-16,9.04,B,,,,RAMP
07DC003,16-Nov-16,7.81,B,,,,RAMP
07DC003,17-Nov-16,9.35,B,,,,RAMP
07DC003,18-Nov-16,8.5,B,,,,RAMP
07DC003,19-Nov-16,8.78,B,,,,RAMP
07DC003,20-Nov-16,8.16,B,,,,RAMP
07DC003,21-Nov-16,7.86,B,,,,RAMP
07DC003,22-Nov-16,7.68,B,,,,RAMP
07DC003,23-Nov-16,7.51,B,,,,RAMP
07DC003,24-Nov-16,7.34,B,,,,RAMP
07DC003,25-Nov-16,7.17,B,,,,RAMP
07DC003,26-Nov-16,7.01,B,,,,RAMP
07DC003,27-Nov-16,6.85,B,,,,RAMP
07DC003,28-Nov-16,6.69,B,,,,RAMP
07DC003,29-Nov-16,6.54,B,,,,RAMP
07DC003,30-Nov-16,6.39,B,,,,RAMP
07DC003,01-Dec-16,6.24,B,,,,RAMP
07DC003,02-Dec-16,6.1,B,,,,RAMP
07DC003,03-Dec-16,5.96,B,,,,RAMP
07DC003,04-Dec-16,5.82,B,,,,RAMP
07DC003,05-Dec-16,5.69,B,,,,RAMP
07DC003,06-Dec-16,5.56,B,,,,RAMP
07DC003,07-Dec-16,5.43,B,,,,RAMP
07DC003,08-Dec-16,5.31,B,,,,RAMP
07DC003,09-Dec-16,5.19,B,,,,RAMP
07DC003,10-Dec-16,5.07,B,,,,RAMP
07DC003,11-Dec-16,4.95,B,,,,RAMP
07DC003,12-Dec-16,4.84,B,,,,RAMP
07DC003,13-Dec-16,4.73,B,,,,RAMP
07DC003,14-Dec-16,4.62,B,,,,RAMP
07DC003,15-Dec-16,4.51,B,,,,RAMP
07DC003,16-Dec-16,4.41,B,,,,RAMP
07DC003,17-Dec-16,4.31,B,,,,RAMP
07DC003,18-Dec-16,4.21,B,,,,RAMP
07DC003,19-Dec-16,4.12,B,,,,RAMP
07DC003,20-Dec-16,4.02,B,,,,RAMP
07DC003,21-Dec-16,3.93,B,,,,RAMP
07DC003,22-Dec-16,3.84,B,,,,RAMP
07DC003,23-Dec-16,3.75,B,,,,RAMP
07DC003,24-Dec-16,3.67,B,,,,RAMP
07DC003,25-Dec-16,3.58,B,,,,RAMP
07DC003,26-Dec-16,3.5,B,,,,RAMP
07DC003,27-Dec-16,3.42,B,,,,RAMP
07DC003,28-Dec-16,3.34,B,,,,RAMP
07DC003,29-Dec-16,3.27,B,,,,RAMP
07DC003,30-Dec-16,3.29,B,,,,RAMP
07DC003,31-Dec-16,3.32,B,,,,RAMP
07DC004,14-May-08,1.01,,0.957,no,Excellent,RAMP
07DC004,15-May-08,0.978,,,,,RAMP
07DC004,16-May-08,0.938,,,,,RAMP
07DC004,17-May-08,0.919,,,,,RAMP
07DC004,18-May-08,0.886,,,,,RAMP
07DC004,19-May-08,0.819,,,,,RAMP
07DC004,20-May-08,0.794,,,,,RAMP
07DC004,21-May-08,0.756,,,,,RAMP
07DC004,22-May-08,0.722,,,,,RAMP
07DC004,23-May-08,0.699,,,,,RAMP
07DC004,24-May-08,0.679,,,,,RAMP
07DC004,25-May-08,0.659,,,,,RAMP
07DC004,26-May-08,0.62,,,,,RAMP
07DC004,27-May-08,0.624,,,,,RAMP
07DC004,28-May-08,0.583,,,,,RAMP
07DC004,29-May-08,0.548,,,,,RAMP
07DC004,30-May-08,0.562,,,,,RAMP
07DC004,31-May-08,0.552,,,,,RAMP
07DC004,01-Jun-08,0.52,,,,,RAMP
07DC004,02-Jun-08,0.492,,,,,RAMP
07DC004,03-Jun-08,0.474,,,,,RAMP
07DC004,04-Jun-08,0.485,,,,,RAMP
07DC004,05-Jun-08,0.467,,,,,RAMP
07DC004,06-Jun-08,0.547,,,,,RAMP
07DC004,07-Jun-08,0.504,,,,,RAMP
07DC004,08-Jun-08,0.482,,,,,RAMP
07DC004,09-Jun-08,0.497,,,,,RAMP
07DC004,10-Jun-08,0.624,,,,,RAMP
07DC004,11-Jun-08,0.501,,,,,RAMP
07DC004,12-Jun-08,0.441,,,,,RAMP
07DC004,13-Jun-08,0.429,,,,,RAMP
07DC004,14-Jun-08,0.567,,,,,RAMP
07DC004,15-Jun-08,0.48,,,,,RAMP
07DC004,16-Jun-08,0.451,,,,,RAMP
07DC004,17-Jun-08,0.481,,,,,RAMP
07DC004,18-Jun-08,0.499,,,,,RAMP
07DC004,19-Jun-08,0.461,,,,,RAMP
07DC004,20-Jun-08,0.43,,,,,RAMP
07DC004,21-Jun-08,0.405,,,,,RAMP
07DC004,22-Jun-08,0.379,,,,,RAMP
07DC004,23-Jun-08,0.406,,,,,RAMP
07DC004,24-Jun-08,0.419,,,,,RAMP
07DC004,25-Jun-08,0.371,,,,,RAMP
07DC004,26-Jun-08,0.439,,,,,RAMP
07DC004,27-Jun-08,0.498,,,,,RAMP
07DC004,28-Jun-08,0.492,,,,,RAMP
07DC004,29-Jun-08,0.526,,0.508,no,Good,RAMP
07DC004,30-Jun-08,0.512,,,,,RAMP
07DC004,01-Jul-08,0.527,,,,,RAMP
07DC004,02-Jul-08,0.54,,,,,RAMP
07DC004,03-Jul-08,0.553,,,,,RAMP
07DC004,04-Jul-08,0.669,,,,,RAMP
07DC004,05-Jul-08,0.732,,,,,RAMP
07DC004,06-Jul-08,0.652,,,,,RAMP
07DC004,07-Jul-08,0.602,,,,,RAMP
07DC004,08-Jul-08,0.578,,,,,RAMP
07DC004,09-Jul-08,0.6,,,,,RAMP
07DC004,10-Jul-08,0.638,,,,,RAMP
07DC004,11-Jul-08,0.645,,,,,RAMP
07DC004,12-Jul-08,0.64,,,,,RAMP
07DC004,13-Jul-08,0.758,,,,,RAMP
07DC004,14-Jul-08,0.793,,,,,RAMP
07DC004,15-Jul-08,0.725,,,,,RAMP
07DC004,16-Jul-08,0.716,,,,,RAMP
07DC004,17-Jul-08,0.652,,,,,RAMP
07DC004,18-Jul-08,0.634,,,,,RAMP
07DC004,19-Jul-08,0.632,,,,,RAMP
07DC004,20-Jul-08,0.619,,,,,RAMP
07DC004,21-Jul-08,0.608,,,,,RAMP
07DC004,22-Jul-08,0.609,,,,,RAMP
07DC004,23-Jul-08,0.602,,,,,RAMP
07DC004,24-Jul-08,0.565,,,,,RAMP
07DC004,25-Jul-08,0.557,,,,,RAMP
07DC004,26-Jul-08,0.541,,,,,RAMP
07DC004,27-Jul-08,0.56,,,,,RAMP
07DC004,28-Jul-08,0.694,,,,,RAMP
07DC004,29-Jul-08,0.679,,,,,RAMP
07DC004,30-Jul-08,0.615,,,,,RAMP
07DC004,31-Jul-08,0.571,,,,,RAMP
07DC004,01-Aug-08,0.657,,,,,RAMP
07DC004,02-Aug-08,1.29,,,,,RAMP
07DC004,03-Aug-08,1.29,,,,,RAMP
07DC004,04-Aug-08,0.865,,,,,RAMP
07DC004,05-Aug-08,0.745,,,,,RAMP
07DC004,06-Aug-08,0.663,,,,,RAMP
07DC004,07-Aug-08,0.6,,,,,RAMP
07DC004,08-Aug-08,0.559,,,,,RAMP
07DC004,09-Aug-08,0.534,,0.513,no,Good,RAMP
07DC004,10-Aug-08,0.509,,,,,RAMP
07DC004,11-Aug-08,0.512,,,,,RAMP
07DC004,12-Aug-08,0.557,,,,,RAMP
07DC004,13-Aug-08,0.793,,,,,RAMP
07DC004,14-Aug-08,0.691,,,,,RAMP
07DC004,15-Aug-08,0.596,,,,,RAMP
07DC004,16-Aug-08,0.57,,,,,RAMP
07DC004,17-Aug-08,0.543,,,,,RAMP
07DC004,18-Aug-08,0.5,,,,,RAMP
07DC004,19-Aug-08,0.497,,,,,RAMP
